district,long_term_monthly_mean,month,region,threshold,value,year
Diinsoor,95.63869565217391,10,Bay,Normal,192.302,2009
Diinsoor,10.502083333333333,09,Bay,Normal,10.133,2009
Marka,0.9458333333333333,01,Lower Shabelle,Alert,0.736,2009
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.252,2009
Marka,4.081916666666666,03,Lower Shabelle,Alert,2.802,2009
Marka,51.84866666666667,04,Lower Shabelle,Alert,31.642,2009
Marka,46.40525,05,Lower Shabelle,Normal,68.611,2009
Marka,37.725791666666666,06,Lower Shabelle,Normal,49.18,2009
Marka,36.13225,07,Lower Shabelle,Normal,36.515,2009
Marka,28.778375,08,Lower Shabelle,Normal,27.7,2009
Marka,8.339791666666667,09,Lower Shabelle,Alert,6.642,2009
Marka,21.445652173913043,10,Lower Shabelle,Normal,46.384,2009
Marka,38.332375,11,Lower Shabelle,Alert,23.775,2009
Marka,6.7712916666666665,12,Lower Shabelle,Normal,6.764,2009
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Normal,12.695,2009
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,55.705,2009
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,135.124,2009
Kurtunwaarey,39.357875,06,Lower Shabelle,Alert,31.13,2009
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,39.719,2009
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Alert,19.083,2009
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,9.958,2009
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Normal,181.538,2009
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alert,33.557,2009
Buur Hakaba,15.800666666666666,08,Bay,Normal,14.018,2009
Buur Hakaba,26.594208333333334,07,Bay,Normal,27.303,2009
Buur Hakaba,23.096625,06,Bay,Normal,22.823,2009
Buur Hakaba,84.04983333333334,05,Bay,Normal,108.041,2009
Buur Hakaba,123.55329166666667,04,Bay,Alert,88.244,2009
Buur Hakaba,13.893708333333333,03,Bay,Alert,7.779,2009
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Normal,23.421,2009
Diinsoor,11.990958333333333,08,Bay,Normal,11.124,2009
Waajid,4.6995,12,Bakool,Alert,2.73,2009
Waajid,37.55629166666667,11,Bakool,Alert,24.533,2009
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.693,2009
Ceel Barde,1.2174166666666666,02,Bakool,Normal,2.207,2009
Ceel Barde,14.424416666666668,03,Bakool,Alert,7.547,2009
Ceel Barde,97.95658333333333,04,Bakool,Alert,70.413,2009
Waajid,145.3894347826087,10,Bakool,Normal,232.577,2009
Waajid,10.525708333333334,09,Bakool,Alert,7.041,2009
Waajid,8.334416666666666,08,Bakool,Normal,7.161,2009
Waajid,11.089666666666666,07,Bakool,Normal,9.933,2009
Waajid,6.586,06,Bakool,Alert,4.783,2009
Waajid,47.83825,05,Bakool,Normal,44.265,2009
Waajid,150.52445833333334,04,Bakool,Alert,112.542,2009
Waajid,24.441541666666666,03,Bakool,Alert,12.58,2009
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.645,2009
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.681,2009
Qoryooley,7.502791666666667,03,Lower Shabelle,Alert,3.017,2009
Qoryooley,85.052375,04,Lower Shabelle,Alert,53.427,2009
Ceel Barde,47.504583333333336,05,Bakool,Alert,30.016,2009
Diinsoor,24.754541666666668,03,Bay,Alarm,7.432,2009
Diinsoor,126.25741666666667,04,Bay,Alert,71.61,2009
Diinsoor,85.290375,05,Bay,Normal,119.652,2009
Diinsoor,20.421166666666668,06,Bay,Normal,20.905,2009
Diinsoor,23.336333333333332,07,Bay,Normal,23.113,2009
Baraawe,0.425625,01,Lower Shabelle,Normal,0.358,2009
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2009
Baraawe,4.326375,03,Lower Shabelle,Alert,2.323,2009
Baraawe,77.72691666666667,04,Lower Shabelle,Alert,37.923,2009
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,97.84,2009
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,66.569,2009
Xudur,1.418,12,Bakool,Alert,0.952,2009
Xudur,20.032833333333333,11,Bakool,Alert,15.513,2009
Xudur,130.83986956521738,10,Bakool,Normal,183.403,2009
Xudur,17.363166666666668,09,Bakool,Alert,12.839,2009
Xudur,9.04975,08,Bakool,Normal,7.974,2009
Xudur,11.701083333333333,07,Bakool,Normal,11.019,2009
Xudur,2.3320833333333333,06,Bakool,Alert,1.402,2009
Xudur,52.686458333333334,05,Bakool,Normal,44.23,2009
Xudur,103.61141666666667,04,Bakool,Alert,77.073,2009
Xudur,12.069416666666667,03,Bakool,Alarm,4.468,2009
Xudur,0.65,02,Bakool,Normal,1.148,2009
Qoryooley,72.8545,05,Lower Shabelle,Normal,110.388,2009
Qoryooley,34.56041666666667,06,Lower Shabelle,Normal,35.207,2009
Qoryooley,33.16175,07,Lower Shabelle,Normal,33.945,2009
Qoryooley,24.622,08,Lower Shabelle,Normal,23.38,2009
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,7.59,2009
Qoryooley,73.18034782608696,10,Lower Shabelle,Normal,157.81,2009
Qoryooley,55.762708333333336,11,Lower Shabelle,Alert,34.227,2009
Qoryooley,11.00325,12,Lower Shabelle,Normal,16.33,2009
Waajid,1.0444583333333333,02,Bakool,Normal,1.934,2009
Waajid,0.6355,01,Bakool,Normal,0.545,2009
Sablaale,11.212125,03,Lower Shabelle,Alarm,3.393,2009
Sablaale,0.9485,02,Lower Shabelle,Normal,0.928,2009
Sablaale,0.8073333333333333,01,Lower Shabelle,Alert,0.611,2009
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.612,2009
Baraawe,41.404,07,Lower Shabelle,Normal,42.11,2009
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,28.165,2009
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,11.581,2009
Baraawe,30.089260869565216,10,Lower Shabelle,Normal,79.528,2009
Baraawe,40.414875,11,Lower Shabelle,Alert,16.703,2009
Rab Dhuure,1.73575,06,Bakool,Alert,1.249,2009
Rab Dhuure,43.468041666666664,05,Bakool,Alert,34.395,2009
Rab Dhuure,153.72965217391305,04,Bakool,Alert,118.089,2009
Rab Dhuure,21.568791666666666,03,Bakool,Alert,10.168,2009
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,1.88,2009
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.372,2009
Ceel Barde,2.2587083333333333,06,Bakool,Alert,1.298,2009
Ceel Barde,11.115666666666666,07,Bakool,Alert,8.789,2009
Ceel Barde,11.227083333333333,08,Bakool,Normal,10.636,2009
Ceel Barde,9.343375,09,Bakool,Normal,7.617,2009
Ceel Barde,102.06413043478261,10,Bakool,Normal,138.25,2009
Ceel Barde,21.693791666666666,11,Bakool,Alert,14.544,2009
Ceel Barde,1.209625,12,Bakool,Alert,0.652,2009
Rab Dhuure,3.337625,07,Bakool,Alert,1.442,2009
Rab Dhuure,2.42175,08,Bakool,Normal,2.323,2009
Rab Dhuure,7.202208333333333,09,Bakool,Alert,5.166,2009
Rab Dhuure,117.16321739130434,10,Bakool,Normal,190.749,2009
Rab Dhuure,27.19875,11,Bakool,Normal,23.225,2009
Rab Dhuure,2.8389166666666665,12,Bakool,Normal,2.294,2009
Tayeeglow,55.062416666666664,05,Bakool,Alert,39.572,2009
Tayeeglow,86.17575,04,Bakool,Normal,74.292,2009
Tayeeglow,13.430958333333333,03,Bakool,Alert,5.699,2009
Tayeeglow,0.7557083333333333,02,Bakool,Normal,2.186,2009
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.614,2009
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.776,2009
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.573,2009
Baydhaba,8.921541666666666,12,Bay,Normal,8.701,2009
Baydhaba,61.451541666666664,11,Bay,Alert,35.98,2009
Baydhaba,146.51639130434782,10,Bay,Normal,253.782,2009
Baydhaba,7.334208333333334,09,Bay,Alert,5.836,2009
Baydhaba,14.981416666666666,08,Bay,Normal,13.725,2009
Baydhaba,22.523416666666666,07,Bay,Normal,21.122,2009
Baydhaba,11.44025,06,Bay,Normal,9.39,2009
Baydhaba,65.44441666666667,05,Bay,Normal,57.177,2009
Baydhaba,138.56620833333332,04,Bay,Alert,105.789,2009
Baydhaba,25.55816666666667,03,Bay,Alert,15.981,2009
Baydhaba,1.3214166666666667,02,Bay,Normal,3.174,2009
Tayeeglow,6.043666666666667,06,Bakool,Alert,4.592,2009
Tayeeglow,35.049708333333335,07,Bakool,Normal,34.23,2009
Tayeeglow,17.609625,08,Bakool,Normal,16.747,2009
Tayeeglow,8.314833333333333,09,Bakool,Normal,6.863,2009
Tayeeglow,92.26169565217391,10,Bakool,Normal,155.218,2009
Tayeeglow,36.712625,11,Bakool,Alert,22.129,2009
Tayeeglow,2.852666666666667,12,Bakool,Normal,3.149,2009
Baydhaba,1.2360416666666667,01,Bay,Alert,0.939,2009
Diinsoor,1.7899583333333333,02,Bay,Normal,3.283,2009
Sablaale,14.252875,12,Lower Shabelle,Normal,31.45,2009
Sablaale,82.45270833333333,11,Lower Shabelle,Alarm,32.07,2009
Sablaale,89.34878260869566,10,Lower Shabelle,Normal,246.693,2009
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,14.243,2009
Sablaale,19.581958333333333,08,Lower Shabelle,Normal,18.718,2009
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,42.872,2009
Sablaale,50.698791666666665,06,Lower Shabelle,Normal,47.873,2009
Sablaale,118.52583333333334,05,Lower Shabelle,Normal,165.333,2009
Sablaale,128.811,04,Lower Shabelle,Alert,61.591,2009
Qansax Dheere,18.488958333333333,12,Bay,Normal,16.814,2009
Qansax Dheere,71.35604166666667,11,Bay,Alert,40.623,2009
Qansax Dheere,126.77695652173914,10,Bay,Normal,195.864,2009
Qansax Dheere,4.742916666666667,09,Bay,Alert,3.469,2009
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.08,2009
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.873,2009
Qansax Dheere,7.480708333333333,06,Bay,Alert,5.627,2009
Qansax Dheere,47.42066666666667,05,Bay,Normal,47.252,2009
Qansax Dheere,135.441375,04,Bay,Alert,97.726,2009
Qansax Dheere,31.015125,03,Bay,Alert,14.108,2009
Qansax Dheere,1.7055416666666667,02,Bay,Normal,4.671,2009
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.503,2009
Baydhaba,138.56620833333332,04,Bay,Alert,84.339,2008
Ceel Barde,9.343375,09,Bakool,Normal,12.85,2008
Ceel Barde,102.06413043478261,10,Bakool,Normal,91.818,2008
Ceel Barde,21.693791666666666,11,Bakool,Alert,15.638,2008
Ceel Barde,1.209625,12,Bakool,Alert,0.627,2008
Ceel Barde,11.227083333333333,08,Bakool,Normal,11.534,2008
Ceel Barde,11.115666666666666,07,Bakool,Normal,9.223,2008
Ceel Barde,2.2587083333333333,06,Bakool,Normal,4.442,2008
Ceel Barde,47.504583333333336,05,Bakool,Normal,49.333,2008
Ceel Barde,97.95658333333333,04,Bakool,Alert,62.263,2008
Ceel Barde,14.424416666666668,03,Bakool,Alarm,4.711,2008
Ceel Barde,1.2174166666666666,02,Bakool,Normal,1.256,2008
Ceel Barde,0.7174166666666667,01,Bakool,Normal,0.694,2008
Buur Hakaba,10.383583333333334,12,Bay,Alarm,3.48,2008
Buur Hakaba,63.72708333333333,11,Bay,Alert,29.986,2008
Buur Hakaba,117.56856521739131,10,Bay,Normal,104.04,2008
Buur Hakaba,9.624375,09,Bay,Normal,12.57,2008
Buur Hakaba,15.800666666666666,08,Bay,Normal,15.444,2008
Buur Hakaba,26.594208333333334,07,Bay,Normal,32.979,2008
Buur Hakaba,23.096625,06,Bay,Normal,41.719,2008
Buur Hakaba,84.04983333333334,05,Bay,Normal,95.611,2008
Buur Hakaba,123.55329166666667,04,Bay,Alert,51.901,2008
Buur Hakaba,13.893708333333333,03,Bay,Alert,5.742,2008
Qansax Dheere,1.2495833333333333,01,Bay,Normal,1.85,2008
Qansax Dheere,1.7055416666666667,02,Bay,Alert,1.322,2008
Qansax Dheere,31.015125,03,Bay,Alert,15.943,2008
Qansax Dheere,135.441375,04,Bay,Alert,100.368,2008
Qansax Dheere,47.42066666666667,05,Bay,Alert,27.693,2008
Qansax Dheere,7.480708333333333,06,Bay,Normal,10.041,2008
Qansax Dheere,15.000583333333333,07,Bay,Normal,14.751,2008
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.249,2008
Qansax Dheere,4.742916666666667,09,Bay,Normal,5.849,2008
Qansax Dheere,126.77695652173914,10,Bay,Alert,78.97,2008
Qansax Dheere,71.35604166666667,11,Bay,Alert,48.671,2008
Qansax Dheere,18.488958333333333,12,Bay,Alarm,5.994,2008
Buur Hakaba,1.3125,02,Bay,Normal,1.255,2008
Buur Hakaba,0.9489583333333333,01,Bay,Normal,0.951,2008
Baydhaba,8.921541666666666,12,Bay,Alarm,2.969,2008
Baydhaba,61.451541666666664,11,Bay,Alert,34.266,2008
Baydhaba,146.51639130434782,10,Bay,Normal,143.658,2008
Baydhaba,7.334208333333334,09,Bay,Normal,10.157,2008
Baydhaba,14.981416666666666,08,Bay,Normal,14.136,2008
Baydhaba,22.523416666666666,07,Bay,Normal,25.261,2008
Baydhaba,11.44025,06,Bay,Normal,15.05,2008
Baydhaba,65.44441666666667,05,Bay,Normal,62.124,2008
Baydhaba,25.55816666666667,03,Bay,Alert,11.532,2008
Baydhaba,1.3214166666666667,02,Bay,Normal,1.165,2008
Baydhaba,1.2360416666666667,01,Bay,Normal,1.955,2008
Marka,0.9458333333333333,01,Lower Shabelle,Normal,0.833,2008
Marka,0.27758333333333335,02,Lower Shabelle,Normal,0.253,2008
Marka,4.081916666666666,03,Lower Shabelle,Alert,2.807,2008
Marka,51.84866666666667,04,Lower Shabelle,Alarm,15.757,2008
Marka,46.40525,05,Lower Shabelle,Normal,68.644,2008
Marka,37.725791666666666,06,Lower Shabelle,Normal,79.338,2008
Marka,36.13225,07,Lower Shabelle,Normal,58.926,2008
Marka,28.778375,08,Lower Shabelle,Normal,44.73,2008
Marka,8.339791666666667,09,Lower Shabelle,Normal,16.848,2008
Marka,21.445652173913043,10,Lower Shabelle,Alert,16.72,2008
Marka,38.332375,11,Lower Shabelle,Alert,20.346,2008
Marka,6.7712916666666665,12,Lower Shabelle,Alert,3.952,2008
Afgooye,1.3696666666666668,01,Lower Shabelle,Normal,1.213,2008
Afgooye,0.8055,02,Lower Shabelle,Normal,0.786,2008
Afgooye,6.557166666666666,03,Lower Shabelle,Alert,3.415,2008
Afgooye,72.53758333333333,04,Lower Shabelle,Alert,29.845,2008
Afgooye,64.68733333333333,05,Lower Shabelle,Normal,81.792,2008
Afgooye,30.081583333333334,06,Lower Shabelle,Normal,73.673,2008
Afgooye,28.966291666666667,07,Lower Shabelle,Normal,30.797,2008
Afgooye,12.918375,08,Lower Shabelle,Normal,13.326,2008
Afgooye,6.272708333333333,09,Lower Shabelle,Normal,10.112,2008
Afgooye,68.10739130434783,10,Lower Shabelle,Alert,47.675,2008
Afgooye,72.09154166666667,11,Lower Shabelle,Alert,43.174,2008
Afgooye,13.540791666666667,12,Lower Shabelle,Alert,7.857,2008
Rab Dhuure,2.8389166666666665,12,Bakool,Alert,1.175,2008
Rab Dhuure,27.19875,11,Bakool,Normal,23.573,2008
Rab Dhuure,117.16321739130434,10,Bakool,Normal,136.921,2008
Rab Dhuure,7.202208333333333,09,Bakool,Normal,13.912,2008
Rab Dhuure,2.42175,08,Bakool,Normal,2.418,2008
Rab Dhuure,3.337625,07,Bakool,Alert,1.5,2008
Rab Dhuure,1.73575,06,Bakool,Normal,2.719,2008
Rab Dhuure,43.468041666666664,05,Bakool,Alert,33.025,2008
Rab Dhuure,153.72965217391305,04,Bakool,Alert,117.709,2008
Rab Dhuure,21.568791666666666,03,Bakool,Alarm,4.773,2008
Rab Dhuure,1.0575416666666666,02,Bakool,Normal,0.978,2008
Rab Dhuure,0.39666666666666667,01,Bakool,Normal,0.461,2008
Xudur,1.418,12,Bakool,Alert,0.662,2008
Xudur,20.032833333333333,11,Bakool,Alert,15.085,2008
Xudur,130.83986956521738,10,Bakool,Normal,128.73,2008
Xudur,17.363166666666668,09,Bakool,Normal,32.07,2008
Xudur,9.04975,08,Bakool,Normal,9.648,2008
Xudur,11.701083333333333,07,Bakool,Normal,11.394,2008
Xudur,2.3320833333333333,06,Bakool,Normal,3.545,2008
Xudur,52.686458333333334,05,Bakool,Normal,54.923,2008
Xudur,103.61141666666667,04,Bakool,Alert,58.811,2008
Xudur,12.069416666666667,03,Bakool,Alarm,3.047,2008
Xudur,0.65,02,Bakool,Normal,0.637,2008
Baraawe,0.425625,01,Lower Shabelle,Normal,0.355,2008
Baraawe,0.4036666666666667,02,Lower Shabelle,Normal,0.389,2008
Baraawe,4.326375,03,Lower Shabelle,Alert,2.415,2008
Baraawe,77.72691666666667,04,Lower Shabelle,Alarm,26.849,2008
Baraawe,82.99758333333334,05,Lower Shabelle,Normal,133.533,2008
Baraawe,56.80316666666667,06,Lower Shabelle,Normal,101.511,2008
Baraawe,41.404,07,Lower Shabelle,Normal,47.458,2008
Baraawe,29.813958333333332,08,Lower Shabelle,Normal,37.574,2008
Baraawe,12.575416666666667,09,Lower Shabelle,Normal,21.84,2008
Baraawe,30.089260869565216,10,Lower Shabelle,Alert,18.001,2008
Baraawe,40.414875,11,Lower Shabelle,Alert,25.359,2008
Baraawe,5.963916666666667,12,Lower Shabelle,Alarm,2.279,2008
Xudur,0.4505416666666667,01,Bakool,Normal,0.435,2008
Waajid,4.6995,12,Bakool,Alert,2.084,2008
Waajid,37.55629166666667,11,Bakool,Alert,25.67,2008
Waajid,145.3894347826087,10,Bakool,Normal,154.921,2008
Waajid,10.525708333333334,09,Bakool,Normal,20.892,2008
Waajid,8.334416666666666,08,Bakool,Normal,7.446,2008
Waajid,11.089666666666666,07,Bakool,Normal,10.034,2008
Sablaale,14.252875,12,Lower Shabelle,Alarm,4.48,2008
Sablaale,82.45270833333333,11,Lower Shabelle,Alert,51.029,2008
Sablaale,89.34878260869566,10,Lower Shabelle,Alert,67.599,2008
Sablaale,15.461416666666667,09,Lower Shabelle,Normal,21.244,2008
Sablaale,19.581958333333333,08,Lower Shabelle,Normal,26.169,2008
Sablaale,41.74220833333333,07,Lower Shabelle,Normal,57.638,2008
Sablaale,50.698791666666665,06,Lower Shabelle,Normal,84.982,2008
Sablaale,118.52583333333334,05,Lower Shabelle,Normal,143.441,2008
Sablaale,128.811,04,Lower Shabelle,Alert,70.199,2008
Sablaale,11.212125,03,Lower Shabelle,Alert,6.201,2008
Sablaale,0.9485,02,Lower Shabelle,Normal,0.903,2008
Sablaale,0.8073333333333333,01,Lower Shabelle,Alert,0.601,2008
Waajid,6.586,06,Bakool,Normal,8.384,2008
Waajid,47.83825,05,Bakool,Normal,41.839,2008
Waajid,150.52445833333334,04,Bakool,Alert,113.001,2008
Waajid,24.441541666666666,03,Bakool,Alarm,7.404,2008
Waajid,1.0444583333333333,02,Bakool,Normal,0.965,2008
Waajid,0.6355,01,Bakool,Normal,0.876,2008
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.603,2008
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.694,2008
Kurtunwaarey,10.082125,03,Lower Shabelle,Alert,6.448,2008
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alarm,35.234,2008
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Normal,123.33,2008
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,71.444,2008
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,62.078,2008
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,32.614,2008
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,17.106,2008
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Normal,66.375,2008
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Alert,31.917,2008
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alarm,3.802,2008
Qoryooley,11.00325,12,Lower Shabelle,Alarm,4.139,2008
Qoryooley,55.762708333333336,11,Lower Shabelle,Alert,29.712,2008
Qoryooley,73.18034782608696,10,Lower Shabelle,Alert,58.003,2008
Qoryooley,8.802541666666666,09,Lower Shabelle,Normal,14.804,2008
Qoryooley,24.622,08,Lower Shabelle,Normal,34.51,2008
Qoryooley,33.16175,07,Lower Shabelle,Normal,51.519,2008
Qoryooley,34.56041666666667,06,Lower Shabelle,Normal,63.081,2008
Qoryooley,72.8545,05,Lower Shabelle,Normal,106.997,2008
Qoryooley,85.052375,04,Lower Shabelle,Alarm,27.064,2008
Qoryooley,7.502791666666667,03,Lower Shabelle,Alert,4.089,2008
Qoryooley,0.5652916666666666,02,Lower Shabelle,Normal,0.553,2008
Qoryooley,0.9635,01,Lower Shabelle,Alert,0.753,2008
Tayeeglow,2.852666666666667,12,Bakool,Alert,1.169,2008
Tayeeglow,36.712625,11,Bakool,Alert,20.096,2008
Tayeeglow,92.26169565217391,10,Bakool,Normal,91.356,2008
Tayeeglow,8.314833333333333,09,Bakool,Normal,12.561,2008
Tayeeglow,17.609625,08,Bakool,Normal,18.168,2008
Tayeeglow,35.049708333333335,07,Bakool,Normal,35.556,2008
Tayeeglow,6.043666666666667,06,Bakool,Normal,9.029,2008
Tayeeglow,55.062416666666664,05,Bakool,Normal,59.532,2008
Tayeeglow,86.17575,04,Bakool,Alert,39.999,2008
Tayeeglow,13.430958333333333,03,Bakool,Alarm,4.877,2008
Tayeeglow,0.7557083333333333,02,Bakool,Normal,0.673,2008
Tayeeglow,0.6472916666666667,01,Bakool,Normal,0.591,2008
Wanla Weyn,1.6720416666666666,01,Lower Shabelle,Normal,1.587,2008
Wanla Weyn,1.184125,02,Lower Shabelle,Normal,1.178,2008
Wanla Weyn,8.324708333333334,12,Lower Shabelle,Alert,3.825,2008
Wanla Weyn,61.31475,11,Lower Shabelle,Alert,30.915,2008
Wanla Weyn,111.71121739130434,10,Lower Shabelle,Alert,87.556,2008
Wanla Weyn,5.0369166666666665,09,Lower Shabelle,Normal,7.786,2008
Wanla Weyn,6.404541666666667,08,Lower Shabelle,Normal,5.606,2008
Wanla Weyn,17.284125,07,Lower Shabelle,Normal,19.21,2008
Wanla Weyn,15.968333333333334,06,Lower Shabelle,Normal,36.392,2008
Wanla Weyn,58.84133333333333,05,Lower Shabelle,Normal,74.773,2008
Wanla Weyn,81.25175,04,Lower Shabelle,Alarm,31.213,2008
Wanla Weyn,9.543625,03,Lower Shabelle,Alert,5.545,2008
Diinsoor,17.273208333333333,12,Bay,Alarm,3.39,2008
Diinsoor,100.89658333333334,11,Bay,Alert,64.704,2008
Diinsoor,95.63869565217391,10,Bay,Alert,65.042,2008
Diinsoor,10.502083333333333,09,Bay,Normal,12.871,2008
Diinsoor,11.990958333333333,08,Bay,Normal,11.915,2008
Diinsoor,23.336333333333332,07,Bay,Normal,29.619,2008
Diinsoor,20.421166666666668,06,Bay,Normal,26.787,2008
Diinsoor,85.290375,05,Bay,Alert,59.691,2008
Diinsoor,126.25741666666667,04,Bay,Alert,90.622,2008
Diinsoor,24.754541666666668,03,Bay,Alert,9.905,2008
Diinsoor,1.7899583333333333,02,Bay,Alert,1.374,2008
Diinsoor,1.1370833333333332,01,Bay,Normal,1.292,2008
Diinsoor,85.290375,05,Bay,Normal,69.691,2007
Kurtunwaarey,0.8582083333333334,01,Lower Shabelle,Alert,0.592,2007
Kurtunwaarey,0.7255,02,Lower Shabelle,Normal,0.713,2007
Kurtunwaarey,10.082125,03,Lower Shabelle,Normal,12.448,2007
Kurtunwaarey,96.46595833333333,04,Lower Shabelle,Alert,62.425,2007
Kurtunwaarey,84.62145833333334,05,Lower Shabelle,Alert,62.409,2007
Kurtunwaarey,39.357875,06,Lower Shabelle,Normal,99.174,2007
Kurtunwaarey,38.178333333333335,07,Lower Shabelle,Normal,37.91,2007
Kurtunwaarey,24.048166666666667,08,Lower Shabelle,Normal,24.933,2007
Kurtunwaarey,12.040208333333334,09,Lower Shabelle,Normal,13.856,2007
Kurtunwaarey,81.57091304347826,10,Lower Shabelle,Normal,86.964,2007
Kurtunwaarey,60.377833333333335,11,Lower Shabelle,Normal,61.427,2007
Kurtunwaarey,10.792541666666667,12,Lower Shabelle,Alert,5.561,2007
Qansax Dheere,18.488958333333333,12,Bay,Alarm,6.36,2007
Qansax Dheere,71.35604166666667,11,Bay,Normal,66.096,2007
Qansax Dheere,126.77695652173914,10,Bay,Normal,210.616,2007
Qansax Dheere,4.742916666666667,09,Bay,Normal,5.04,2007
Qansax Dheere,9.505666666666666,08,Bay,Normal,8.366,2007
Qansax Dheere,15.000583333333333,07,Bay,Normal,13.908,2007
Qansax Dheere,7.480708333333333,06,Bay,Normal,11.463,2007
Qansax Dheere,47.42066666666667,05,Bay,Normal,51.657,2007
Qansax Dheere,135.441375,04,Bay,Alert,107.463,2007
Qansax Dheere,31.015125,03,Bay,Normal,30.48,2007
Qansax Dheere,1.7055416666666667,02,Bay,Normal,1.638,2007
Qansax Dheere,1.2495833333333333,01,Bay,Alert,0.811,2007
Xudur,0.4505416666666667,01,Bakool,Normal,0.413,2007
Xudur,0.65,02,Bakool,Normal,0.569,2007
Xudur,12.069416666666667,03,Bakool,Alert,5.64,2007
Xudur,103.61141666666667,04,Bakool,Alert,78.449,2007
Xudur,52.686458333333334,05,Bakool,Normal,47.223,2007
Xudur,2.3320833333333333,06,Bakool,Normal,11.014,2007
Xudur,11.701083333333333,07,Bakool,Normal,11.286,2007
Xudur,9.04975,08,Bakool,Normal,9.457,2007
Xudur,17.363166666666668,09,Bakool,Normal,15.768,2007
Xudur,130.83986956521738,10,Bakool,Normal,137.142,2007
Xudur,20.032833333333333,11,Bakool,Normal,23.335,2007
Xudur,1.418,12,Bakool,Alert,0.668,2007
Baraawe,5.963916666666667,12,Lower Shabelle,Alarm,2.328,2007
